itemName,itemsViewed,itemsPurchased,itemsAddedToCart,itemRevenue,prvItemsViewed,prvItemsPurchased,prvItemsAddedToCart,prvItemRevenue,ProductGrowthRate,VisitsGrowthRate
White Washed Linen Bed Set,1,0,1,0,1,0,0,0,0.0,0.0
White Washed Linen Bed Set,1,0,1,0,1,0,0,0,0.0,0.0
White Washed Linen Bed Set,1,0,1,0,1,0,0,0,0.0,0.0
White Washed Linen Bed Set,1,0,1,0,1,0,0,0,0.0,0.0
Alhambra Oval Bowl,1,0,0,0,2,0,0,0,0.0,-0.5
Piano Cocktail Glasses,12,0,0,0,14,0,0,0,0.0,-0.14285714285714285
Piano Cocktail Glasses,12,0,0,0,14,0,0,0,0.0,-0.14285714285714285
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Cotton Percale Bed Set in Sage,4,0,0,0,1,0,0,0,0.0,3.0
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Little Black Bowl,22,0,0,0,11,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Cotton Sateen Bed Set in Graphite,2,0,1,0,1,0,0,0,0.0,1.0
Neptune Bowl Large,14,0,0,0,22,0,1,0,0.0,-0.36363636363636365
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Cotton Percale in Stormy,3,0,0,0,5,0,0,0,0.0,-0.4
Mademoiselle Footed Bowl,6,0,1,0,5,0,1,0,0.0,0.2
Mon Ange Plate,3,0,0,0,1,0,0,0,0.0,2.0
Mon Ange Plate,3,0,0,0,1,0,0,0,0.0,2.0
Mon Ange Plate,3,0,0,0,1,0,0,0,0.0,2.0
Mon Ange Plate,3,0,0,0,1,0,0,0,0.0,2.0
Mademoiselle Plate,7,0,1,0,2,0,0,0,0.0,2.5
Mademoiselle Plate,7,0,1,0,2,0,0,0,0.0,2.5
Mademoiselle Plate,7,0,1,0,2,0,0,0,0.0,2.5
Marie-Antoinette Ribbon Rectangular Platter,9,0,1,0,6,0,0,0,0.0,0.5
Côte d'Ivoire Flatweave Rug,70,0,1,0,84,0,1,0,0.0,-0.16666666666666666
Côte d'Ivoire Flatweave Rug,70,0,1,0,84,0,1,0,0.0,-0.16666666666666666
Côte d'Ivoire Flatweave Rug,70,0,1,0,84,0,1,0,0.0,-0.16666666666666666
Côte d'Ivoire Flatweave Rug,70,0,1,0,84,0,1,0,0.0,-0.16666666666666666
Mon Jules Bowl On Foot,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Mon Jules Bowl On Foot,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Mon Jules Bowl On Foot,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Mon Jules Bowl On Foot,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
"Charles Footed Bowl - S (⌀11 H5,5)",1,0,0,0,0,0,0,0,0.0,0.0
"Charles Footed Bowl - S (⌀11 H5,5)",1,0,0,0,0,0,0,0,0.0,0.0
"Charles Footed Bowl - S (⌀11 H5,5)",1,0,0,0,0,0,0,0,0.0,0.0
"Charles Footed Bowl - S (⌀11 H5,5)",1,0,0,0,0,0,0,0,0.0,0.0
Charles Mug With Handle,3,0,0,0,4,0,0,0,0.0,-0.25
Charles Mug With Handle,3,0,0,0,4,0,0,0,0.0,-0.25
Charles Mug With Handle,3,0,0,0,4,0,0,0,0.0,-0.25
Charles Mug With Handle,3,0,0,0,4,0,0,0,0.0,-0.25
Charles Plate,5,0,0,0,4,0,0,0,0.0,0.25
Charles Plate,5,0,0,0,4,0,0,0,0.0,0.25
Charles Plate,5,0,0,0,4,0,0,0,0.0,0.25
Charles Plate,5,0,0,0,4,0,0,0,0.0,0.25
Charles Plate,5,0,0,0,4,0,0,0,0.0,0.25
Charles Plate,5,0,0,0,4,0,0,0,0.0,0.25
Charles Plate,5,0,0,0,4,0,0,0,0.0,0.25
Mademoiselle Salad Bowl,5,0,0,0,2,0,0,0,0.0,1.5
Paris Butter Dish,3,0,0,0,0,0,0,0,0.0,0.0
Plate Carey Fig,15,0,2,0,10,0,0,0,0.0,0.5
Plaisir Solitaire Ashtray,103,1,4,220,53,0,2,0,0.0,0.9433962264150944
Wave Pitcher Glass - 9 Colours,5,0,0,0,9,0,1,0,0.0,-0.4444444444444444
Les Hortenses - 3D Printed Vase,53,0,3,0,22,0,4,0,0.0,1.4090909090909092
Les Hortenses - 3D Printed Vase,53,0,3,0,22,0,4,0,0.0,1.4090909090909092
Washed Cotton Percale Bed Set in Sand,6,0,2,0,7,0,0,0,0.0,-0.14285714285714285
Washed Cotton Percale Bed Set in Sand,6,0,2,0,7,0,0,0,0.0,-0.14285714285714285
Washed Cotton Percale Bed Set in Sand,6,0,2,0,7,0,0,0,0.0,-0.14285714285714285
Washed Cotton Percale Bed Set in Sand,6,0,2,0,7,0,0,0,0.0,-0.14285714285714285
Washed Cotton Percale Bed Set in Sand,6,0,2,0,7,0,0,0,0.0,-0.14285714285714285
Washed Cotton Percale Bed Set in Sand,6,0,2,0,7,0,0,0,0.0,-0.14285714285714285
Washed Cotton Percale Bed Set in Sand,6,0,2,0,7,0,0,0,0.0,-0.14285714285714285
Washed Linen Bed Set in Olive,5,0,0,0,1,0,0,0,0.0,4.0
Washed Linen Bed Set in Olive,5,0,0,0,1,0,0,0,0.0,4.0
Washed Linen Bed Set in Olive,5,0,0,0,1,0,0,0,0.0,4.0
Washed Linen Bed Set in Olive,5,0,0,0,1,0,0,0,0.0,4.0
Washed Linen Bed Set in Olive,5,0,0,0,1,0,0,0,0.0,4.0
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
Washed Linen Bed Set in Stripes,5,0,0,0,9,0,0,0,0.0,-0.4444444444444444
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
White Washed Cotton Percale Bed Set,4,0,0,0,0,0,0,0,0.0,0.0
Piano Cocktail Glasses,12,0,0,0,14,0,0,0,0.0,-0.14285714285714285
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Washed Linen Bed Set in Sage,5,0,0,0,2,0,0,0,0.0,1.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Sand,3,0,0,0,2,0,0,0,0.0,0.5
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Cotton Sateen Bed Set in Stormy,1,0,0,0,1,0,0,0,0.0,0.0
Penelope Tall Round Basket,4,0,0,0,3,0,0,0,0.0,0.3333333333333333
"""Mending II, 2024"" Artwork",3,1,2,1121.805087,0,0,0,0,0.0,0.0
Giant Vintage Metal Jug - Italy 1950s,13,1,2,510.316397,0,0,0,0,0.0,0.0
"""La Petite Boîte"" - Pale Yellow Table Lamp",5,0,1,0,2,0,3,0,0.0,1.5
Alma Complete Set,3,0,0,0,1,0,0,0,0.0,2.0
Danish Candleholder 1960s,18,1,1,320,4,0,0,0,0.0,3.5
Vintage Copper Jug Italy 1960s,18,1,3,440,0,0,0,0,0.0,0.0
Totem Candle Holder,29,1,6,92.045863,7,0,3,0,0.0,3.142857142857143
"Floor Standing Biomorphic Wooden Sculpture, by Sven Olsson",13,1,1,630.870715,17,0,2,0,0.0,-0.23529411764705882
Barbier Sculptural Lamp 1970s,46,0,5,0,32,0,1,0,0.0,0.4375
Vintage Glass Bowl by Karel Zemek,29,1,1,471.132204,0,0,0,0,0.0,0.0
Alma Hand Towel,8,0,1,0,3,1,0,37.74,-1.0,1.6666666666666667
Set of 6 Ice Cream Cups,72,0,11,0,71,0,4,0,0.0,0.014084507042253521
"""Mast, 2024"" Artwork",19,1,3,901.271512,0,0,0,0,0.0,0.0
Postmodern Wine Holder,12,1,3,102.75988,21,0,4,0,0.0,-0.42857142857142855
Abstract Drawing in Charcoal,90,0,8,0,0,0,0,0,0.0,0.0
Brass Candleholders,0,1,0,140,12,0,0,0,0.0,-1.0
XL Danish Vintage Crystal Glass Bowl By Lütken,105,1,1,320,0,0,0,0,0.0,0.0
Swirl Fruit Basket,0,0,0,0,0,0,0,0,0.0,0.0
Etching by Frederick Hans Haagensen,14,0,2,0,19,0,1,0,0.0,-0.2631578947368421
Murano Glass Amber Bowl,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
"Ice Cube Lighter by Antonio Imperatore, Black Murano Glass",6,1,1,360,3,0,0,0,0.0,1.0
Italian Stainless Steel Shell Tray,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Large Neoclassical Stone Vase,0,1,0,330,10,0,1,0,0.0,-1.0
Vintage Brutalist Candle Holders,1,0,0,0,1,0,0,0,0.0,0.0
Vintage Glass Plate by Hans Jürgen Richartz,2,0,0,0,8,0,0,0,0.0,-0.75
Gaetano Sciolari for Boulanger Chrome Ceiling lamp,160,0,6,0,0,0,0,0,0.0,0.0
Brutalist Swirl Candle Holder,5,0,0,0,7,0,0,0,0.0,-0.2857142857142857
Large Glass Murano Bowl by Massimo Micheluzzi,5,0,0,0,3,0,0,0,0.0,0.6666666666666666
Pair of Column Sheffield silver plated candleholders,1,1,0,895,4,0,0,0,0.0,-0.75
Karin Hand Towel,17,0,1,0,6,0,2,0,0.0,1.8333333333333333
Deco Pewter Candle Holders 1930s,0,1,0,280,10,0,0,0,0.0,-1.0
Karin Complete Set,3,0,0,0,1,0,0,0,0.0,2.0
Art Deco Salt & Pepper,3,1,2,120,2,0,0,0,0.0,0.5
"""La Petite Boîte"" - Katlyn Table Lamp",2,0,2,0,1,0,4,0,0.0,1.0
Vintage brass/glass candle holder,2,1,0,425,9,0,0,0,0.0,-0.7777777777777778
Light Wood Sculpture by Pierre Dedieu,7,0,0,0,0,0,0,0,0.0,0.0
Plate # 2,12,1,2,150,17,0,0,0,0.0,-0.29411764705882354
Minimalist Animal Print Chrome Desk Arm Chair | Sweden | 1960s,15,0,1,0,9,0,1,0,0.0,0.6666666666666666
Wooden Candlestick,4,1,1,120,6,0,0,0,0.0,-0.3333333333333333
Vessel # 7,2,0,0,0,1,1,1,220,-1.0,1.0
Art Deco Amber Glass Vase by Rudolf Schrotter,3,0,0,0,2,0,0,0,0.0,0.5
Danish Teak Leaf Bowl,1,0,0,0,0,0,0,0,0.0,0.0
Vintage Italian Murano Glass Dish,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Mid Century Butter Dish by Stelton,3,0,0,0,2,0,0,0,0.0,0.5
Silver Plated Swan Dish,0,0,0,0,0,0,0,0,0.0,0.0
Bauhaus Stainless Steel Egg Cups Set of 6,1,0,0,0,5,0,0,0,0.0,-0.8
Toast Rack with Glass Butter Dish,1,0,0,0,0,0,0,0,0.0,0.0
Wave Tray by Royal Copenhagen,1,0,0,0,0,0,0,0,0.0,0.0
Modernist Decorative Dish,2,0,0,0,8,0,0,0,0.0,-0.75
Art Deco Silver Plated Basket,0,0,0,0,0,0,0,0,0.0,0.0
Swirl Vase (large),2,0,0,0,4,0,0,0,0.0,-0.5
W59 Candle Holder (rotunda version),2,0,0,0,13,0,0,0,0.0,-0.8461538461538461
Michael Lagoon Vase,0,0,0,0,0,0,0,0,0.0,0.0
Vessel # 2,7,1,2,280,3,0,0,0,0.0,1.3333333333333333
Art Deco Coffee Bean Spoons,4,1,2,90.8,5,0,1,0,0.0,-0.2
Jar # 1,7,1,1,160,3,0,0,0,0.0,1.3333333333333333
Set of 2 Brutalist Cast Metal Bar Stools 1980s,16,0,0,0,9,0,0,0,0.0,0.7777777777777778
Plate # 1,8,0,0,0,9,0,1,0,0.0,-0.1111111111111111
L'Art en Grèce Cahiers D’art 1934,40,1,0,236.34,63,0,0,0,0.0,-0.36507936507936506
Brutalist Solifleur Vase Peill & Putzler,2,0,0,0,4,0,0,0,0.0,-0.5
Carved Onyx Marble Horse Bookends (pair),2,0,0,0,1,0,0,0,0.0,1.0
Murano Glass Dish,2,0,0,0,3,0,0,0,0.0,-0.3333333333333333
Cygne Tray,0,0,0,0,0,0,0,0,0.0,0.0
Art Deco Toast Rack,2,0,0,0,0,0,0,0,0.0,0.0
Italian Style Stainless Steel Egg Cups (set of 6),0,0,0,0,0,0,0,0,0.0,0.0
Vintage Alessi Sugar Pot & Creamer Set,0,0,0,0,0,0,0,0,0.0,0.0
Swirl Glass Candleholder,5,0,0,0,0,0,0,0,0.0,0.0
Vessel # 1,19,0,1,0,5,0,4,0,0.0,2.8
Vessel # 3,11,0,2,0,15,0,0,0,0.0,-0.26666666666666666
Vessel # 4,14,0,1,0,12,0,1,0,0.0,0.16666666666666666
Vessel # 8,1,0,0,0,3,0,1,0,0.0,-0.6666666666666666
Vessel # 5,6,0,0,0,3,0,0,0,0.0,1.0
Vessel # 6,3,0,0,0,5,0,0,0,0.0,-0.4
Blown Glass Pendant - Frost White,9,0,1,0,8,0,0,0,0.0,0.125
Blown Glass Pendant - Ruby Dark,7,0,0,0,4,0,0,0,0.0,0.75
Vase by Miroslav Klinger for Zelezny Brod,7,0,1,0,12,0,0,0,0.0,-0.4166666666666667
"Ponds & Breezes #2, 2023",9,0,0,0,20,0,0,0,0.0,-0.55
Smoked Glass Dish,1,0,0,0,1,0,0,0,0.0,0.0
Incense Matches With Censer Box,9,0,0,0,13,0,2,0,0.0,-0.3076923076923077
Incense Matches With Censer Box,9,0,0,0,13,0,2,0,0.0,-0.3076923076923077
Incense Matches With Censer Box,9,0,0,0,13,0,2,0,0.0,-0.3076923076923077
Saint-Jacques Soap Dish,1,0,0,0,0,0,0,0,0.0,0.0
Charles oval platter,0,0,0,0,0,0,0,0,0.0,0.0
Charles oval platter,0,0,0,0,0,0,0,0,0.0,0.0
Mademoiselle Round Platter,7,0,0,0,4,0,0,0,0.0,0.75
Saint-Jacques Oval Platter,1,0,0,0,4,0,0,0,0.0,-0.75
Mademoiselle Cake Stand,0,0,0,0,0,0,0,0,0.0,0.0
Mademoiselle Cake Stand,0,0,0,0,0,0,0,0,0.0,0.0
Mademoiselle Cake Stand,0,0,0,0,0,0,0,0,0.0,0.0
Mademoiselle Cake Stand,0,0,0,0,0,0,0,0,0.0,0.0
Mon Ange Spaghetti Plate,3,0,0,0,1,0,0,0,0.0,2.0
Set of 4 Cocktail Napkins,218,2,6,106.769634,292,2,15,104.878491,0.0,-0.2534246575342466
"""Rosetta“ Egg Cup",1,0,0,0,0,0,1,0,0.0,0.0
925 Silver Bread Plate,50,0,0,0,1,0,0,0,0.0,49.0
Two Amanta Armchairs Designed by Mario Bellini in 1966,32,0,4,0,83,0,13,0,0.0,-0.6144578313253012
"Femme au Fauteuil, oil on canvas by Frédéric Brandon",45,0,5,0,50,0,8,0,0.0,-0.1
Stool 02,244,0,7,0,88,0,3,0,0.0,1.7727272727272727
Danish Candleholder 1960s,18,1,1,320,4,0,0,0,0.0,3.5
Riviera Plinth short in Oiled African Mahogany,28,0,2,0,6,0,1,0,0.0,3.6666666666666665
Riviera Plinth Medium in Oiled African Mahogany,18,0,0,0,8,0,1,0,0.0,1.25
Pair of Park Night Stands in Oiled Oak,19,0,1,0,16,0,0,0,0.0,0.1875
Melted Butter Plate in Off White,28,0,5,0,63,2,8,100,-1.0,-0.5555555555555556
Cléodore Glass - Set Of Two,15,0,2,0,26,2,4,360,-1.0,-0.4230769230769231
Langoustine Plate,87,0,7,0,207,0,17,0,0.0,-0.5797101449275363
The Marble Egg Sculpture,23,0,1,0,11,1,1,140,-1.0,1.0909090909090908
Brutalist Candle Holder,8,0,0,0,5,0,0,0,0.0,0.6
Ceramic Plate 'Organic Fusion N°4',14,0,1,0,12,1,1,110,-1.0,0.16666666666666666
Vintage Shell Pill Box,125,0,8,0,111,0,5,0,0.0,0.12612612612612611
1970s Hand-Painted Crystal Bonbonnière,61,0,5,0,42,0,3,0,0.0,0.4523809523809524
Abstract Etching by Robert Treat,15,0,3,0,29,0,2,0,0.0,-0.4827586206896552
Bucatini candle holder (White),5,0,0,0,4,0,1,0,0.0,0.25
Mid-Century Dutch Pottery Vase,3,0,1,0,10,0,1,0,0.0,-0.7
Art Deco Tea/Coffee Set ‘Bombè’ by Alessi,28,0,9,0,46,0,0,0,0.0,-0.391304347826087
The Ribbon Candelabra,1,0,0,0,3,0,0,0,0.0,-0.6666666666666666
Vintage Cubist Sculpture by Atelier Boulogne,194,0,10,0,34,0,1,0,0.0,4.705882352941177
"Large Expressionist Composition on Canvas, by Valter Gibson",22,0,2,0,6,0,1,0,0.0,2.6666666666666665
Italian Summer Book by Natalie Obradovich,15,0,2,0,7,0,0,0,0.0,1.1428571428571428
Ceramic Plate 'Organic Fusion N°3',11,0,0,0,9,1,2,95,-1.0,0.2222222222222222
Red Ochre Zulu Hat On Stand,37,0,2,0,15,0,0,0,0.0,1.4666666666666666
Still Life Lars Vidlund Flower,59,0,1,0,48,0,0,0,0.0,0.22916666666666666
Antique Earthenware Lamp,29,0,1,0,0,0,0,0,0.0,0.0
"Abstract Landscape Painting, by Gideon Eriksson",21,0,0,0,11,0,1,0,0.0,0.9090909090909091
"Beneath and Below, 2024 Acrylic on canvas",28,0,0,0,57,0,1,0,0.0,-0.5087719298245614
Double Espresso Coffee Table,239,0,6,0,248,0,8,0,0.0,-0.036290322580645164
Croquis Drawing no.IX,40,0,1,0,40,0,1,0,0.0,0.0
Large Artist's Study,25,0,0,0,57,0,1,0,0.0,-0.5614035087719298
Chrome teapot by Matteo Thun for WMF,36,0,1,0,106,0,1,0,0.0,-0.660377358490566
Postmodern Wavey Chrome Table Lamp,20,0,4,0,22,0,2,0,0.0,-0.09090909090909091
Glass Bowl Simon Gate,19,0,1,0,20,0,1,0,0.0,-0.05
Lobi Tripod Stool 2,13,0,3,0,14,0,0,0,0.0,-0.07142857142857142
Senufo Zoomorphic Stool (Ivory Coast),19,0,1,0,17,0,2,0,0.0,0.11764705882352941
"Nickel Silver Jug With Grande Handle, Art Deco, 1930's",1,0,0,0,3,0,1,0,0.0,-0.6666666666666666
Lobi Tripod Stool 1,6,0,0,0,7,0,1,0,0.0,-0.14285714285714285
Twist Candleholder,26,0,2,0,24,0,1,0,0.0,0.08333333333333333
Pea Head Floor Lamp,541,0,8,0,305,0,3,0,0.0,0.7737704918032787
